Microservices,CPU,mem,response,throughtput,timestamp
bookshop-ui,58.3,292,2.649,19.267,21/07/2020 13:35
bookshop-purchases,58.1,4422,9.946,17.7,21/07/2020 13:35
bookshop-books,57.1,4573,3499,36.394,21/07/2020 13:35
bookshop-ui,55.6,292,6.928,19.433,21/07/2020 13:35
bookshop-purchases,54.7,4422,7.517,16.8,21/07/2020 13:35
bookshop-books,56,4573,2.781,38.667,21/07/2020 13:35
bookshop-ui,58.7,292,4.67,18.033,21/07/2020 13:36
bookshop-purchases,58.6,4422,14.04,17.3,21/07/2020 13:36
bookshop-books,57.1,4574,1,35.467,21/07/2020 13:36
bookshop-ui,53.2,292,2.516,12.833,21/07/2020 13:36
bookshop-purchases,54.3,4423,43.27,15.567,21/07/2020 13:36
bookshop-books,55.2,4574,0.75,20.265,21/07/2020 13:36
bookshop-ui,51,296,3.063,10.033,21/07/2020 13:38
bookshop-purchases,51.4,4424,31.81,10.467,21/07/2020 13:38
bookshop-books,50.6,4574,0.941,21.914,21/07/2020 13:38
bookshop-ui,45.8,296,5.046,11.2,21/07/2020 13:38
bookshop-purchases,45.4,4424,14.03,9.4,21/07/2020 13:38
bookshop-books,44.9,4574,29.92,21.2,21/07/2020 13:38
bookshop-ui,49.2,296,2.972,8.333,21/07/2020 13:39
bookshop-purchases,50.2,4424,28.04,11.767,21/07/2020 13:39
bookshop-books,50.7,4575,1.621,21.147,21/07/2020 13:39
bookshop-ui,46.6,296,4.067,11.6,21/07/2020 13:39
bookshop-purchases,45.6,4424,41.47,9,21/07/2020 13:39
bookshop-books,45.1,4575,1.799,20.314,21/07/2020 13:39
bookshop-ui,48.5,296,43.69,8.2,21/07/2020 13:40
bookshop-purchases,49.5,4425,43.66,11.367,21/07/2020 13:40
bookshop-books,50.7,4575,1.553,20.118,21/07/2020 13:40
bookshop-ui,50.9,292,2.001,7.967,21/07/2020 13:41
bookshop-purchases,50.5,4425,12.48,9.333,21/07/2020 13:41
bookshop-books,49,4575,3576,19.294,21/07/2020 13:41
bookshop-ui,43.4,292,2.606,9.767,21/07/2020 13:42
bookshop-purchases,43.4,4426,6.998,8.4,21/07/2020 13:42
bookshop-books,43.4,4575,3.067,18.824,21/07/2020 13:42
bookshop-ui,50.3,292,3.896,8.3,21/07/2020 13:42
bookshop-purchases,50.6,4426,27.93,9.667,21/07/2020 13:42
bookshop-books,50.6,4575,1.425,18.758,21/07/2020 13:42
bookshop-ui,42.9,292,5.538,8.767,21/07/2020 13:43
bookshop-purchases,42.6,4426,52.93,7.767,21/07/2020 13:43
bookshop-books,42.6,4575,2.011,17.2,21/07/2020 13:43
bookshop-ui,47.3,292,2.5,7.167,21/07/2020 13:43
bookshop-purchases,47.4,4426,16.05,9.467,21/07/2020 13:43
bookshop-books,47.4,4575,1.762,17.97,21/07/2020 13:43
bookshop-ui,51,297,1.004,171,21/07/2020 13:48
bookshop-purchases,55.8,775,5.361,157.3,21/07/2020 13:49
bookshop-books,56,1433,0.789,319.7,21/07/2020 13:49
bookshop-ui,56.2,297,1.38,156.63,21/07/2020 13:49
bookshop-purchases,62.5,1071,5.676,145.43,21/07/2020 13:49
bookshop-books,62.4,1572,0.208,295.16,21/07/2020 13:49
bookshop-ui,62.7,298,1.386,143.16,21/07/2020 13:49
bookshop-purchases,75.8,1988,3.353,110.7,21/07/2020 13:50
bookshop-books,75.9,1681,0.583,224.43,21/07/2020 13:50
bookshop-ui,75.7,298,1.912,109.1,21/07/2020 13:50
bookshop-purchases,75.9,2402,5.558,103.9,21/07/2020 13:50
bookshop-books,76.1,1781,0.629,209.23,21/07/2020 13:50
bookshop-ui,76.3,298,2.204,105.7,21/07/2020 13:50
bookshop-purchases,76.5,2740,7.597,100.96,21/07/2020 13:51
bookshop-books,76.3,1882,0.977,209.63,21/07/2020 13:51
bookshop-ui,76.2,298,2.164,101.73,21/07/2020 13:51
bookshop-purchases,77.8,2988,0.912,100.2,21/07/2020 13:51
bookshop-books,77.9,1979,0.334,199.8,21/07/2020 13:51
bookshop-ui,78.4,298,2.395,100.06,21/07/2020 13:51
bookshop-purchases,78.6,3163,7.72,96.533,21/07/2020 13:52
bookshop-books,78.5,2075,0.637,198.06,21/07/2020 13:52
bookshop-ui,78.2,298,1.934,96.367,21/07/2020 13:52
bookshop-purchases,80.6,3310,7.89,94.433,21/07/2020 13:52
bookshop-books,80.8,2165,0.902,195.4,21/07/2020 13:52
bookshop-ui,80.6,298,1.969,93.733,21/07/2020 13:52
bookshop-purchases,81.4,3404,7.304,94.7,21/07/2020 13:53
bookshop-books,81.4,2844,0.5,189.33,21/07/2020 13:53
bookshop-ui,81.7,298,2.811,92.433,21/07/2020 13:53
bookshop-purchases,87.8,3484,5.826,81.267,21/07/2020 13:53
bookshop-books,87.9,3845,0.689,163.86,21/07/2020 13:53
bookshop-ui,88,298,2.481,82.767,21/07/2020 13:53
bookshop-purchases,87.9,3551,4.353,79.333,21/07/2020 13:54
bookshop-books,87.8,3903,1.168,164.03,21/07/2020 13:54
bookshop-ui,88,298,2.197,79.833,21/07/2020 13:54
bookshop-purchases,89.7,3625,9.04,77.033,21/07/2020 13:54
bookshop-books,89.7,3981,0.911,154.4,21/07/2020 13:54
bookshop-ui,89.4,298,2.56,76.333,21/07/2020 13:54
bookshop-purchases,79.8,3678,4.374,64.3,21/07/2020 13:55
bookshop-books,79.8,4142,0.711,134.93,21/07/2020 13:55
bookshop-ui,79.8,298,2.693,61.367,21/07/2020 13:55
bookshop-purchases,86.9,3735,5.274,71.067,21/07/2020 13:55
bookshop-books,86.9,4166,0.985,136.76,21/07/2020 13:55
bookshop-ui,90.4,302,2.748,67.233,21/07/2020 13:56
bookshop-purchases,87.3,3846,20.69,68.033,21/07/2020 13:56
bookshop-books,87.2,4231,1.127,121.76,21/07/2020 13:56
bookshop-ui,87.1,303,1.267,58.1,21/07/2020 13:56
bookshop-purchases,77.7,3889,32.76,58.267,21/07/2020 13:57
bookshop-books,77.1,4279,1.689,94.1,21/07/2020 13:57
bookshop-ui,76,303,2.257,50.7,21/07/2020 13:57
bookshop-purchases,70.7,3931,3.289,50.8,21/07/2020 13:57
bookshop-books,71.5,4256,1.626,54.767,21/07/2020 13:57
bookshop-ui,25.7,288,12.84,36.7,21/07/2020 14:33
bookshop-purchases,21.3,332,14.82,28.833,21/07/2020 14:33
bookshop-books,21.3,1974,4.855,56.4,21/07/2020 14:33
bookshop-ui,21.4,335,12.72,28,21/07/2020 14:33
bookshop-purchases,25.2,342,62.46,28.7,21/07/2020 14:34
bookshop-books,25,2189,11.88,58.967,21/07/2020 14:34
bookshop-ui,24.7,337,28.94,27.833,21/07/2020 14:34
bookshop-purchases,26.1,394,136.2,28.967,21/07/2020 14:34
bookshop-books,26.2,2196,20.05,59.067,21/07/2020 14:34
bookshop-ui,26.3,339,10.28,29.7,21/07/2020 14:34
bookshop-purchases,25.5,415,7.15,102.36,21/07/2020 14:35
bookshop-books,25.5,2196,2.146,210.83,21/07/2020 14:35
bookshop-ui,25.5,339,2.938,105,21/07/2020 14:35
bookshop-purchases,61.2,424,18.64,114.9,21/07/2020 14:35
bookshop-books,61.8,2282,2.444,221.83,21/07/2020 14:35
bookshop-ui,65.8,337,17.1,109.83,21/07/2020 14:35
bookshop-purchases,62.7,424,12.52,27.733,21/07/2020 14:36
bookshop-books,62,2639,10.02,57,21/07/2020 14:36
bookshop-ui,58.2,338,8.83,27.167,21/07/2020 14:36
bookshop-purchases,25.6,523,11.59,27.1,21/07/2020 14:36
bookshop-books,25.5,2920,2.039,53.667,21/07/2020 14:36
bookshop-ui,25.5,338,18.77,26.733,21/07/2020 14:36
bookshop-purchases,25.6,603,20.55,25.6,21/07/2020 14:37
bookshop-books,25.7,2926,8.625,53.733,21/07/2020 14:37
bookshop-ui,25.7,338,22.94,25.6,21/07/2020 14:37
bookshop-purchases,26,606,27.59,27,21/07/2020 14:37
bookshop-books,25.9,3042,1.905,53.533,21/07/2020 14:37
bookshop-ui,26.1,339,5.61,26.667,21/07/2020 14:37
bookshop-purchases,26,606,113.3,27.633,21/07/2020 14:38
bookshop-books,25.9,3043,11.86,57.567,21/07/2020 14:38
bookshop-ui,25.6,339,22.66,27.467,21/07/2020 14:38
bookshop-purchases,26.1,606,53.76,27.5,21/07/2020 14:38
bookshop-books,26.2,3165,2.595,54.933,21/07/2020 14:38
bookshop-ui,26.5,339,19.16,27.067,21/07/2020 14:38
bookshop-purchases,26,607,17.72,26.9,21/07/2020 14:39
bookshop-books,26.1,3313,5.156,56.533,21/07/2020 14:39
bookshop-ui,26,339,56.07,27.267,21/07/2020 14:39
bookshop-purchases,26,607,20.78,28.133,21/07/2020 14:39
bookshop-books,25.9,3421,2.352,56.033,21/07/2020 14:39
bookshop-ui,25.9,339,23.72,27.867,21/07/2020 14:39
bookshop-purchases,25.8,608,7.802,97.367,21/07/2020 14:40
bookshop-books,25.9,3558,3.145,203.33,21/07/2020 14:40
bookshop-ui,25.8,339,3.505,101.86,21/07/2020 14:40
bookshop-purchases,62.3,608,6.002,84.767,21/07/2020 14:40
bookshop-books,62.9,4065,3.559,164.26,21/07/2020 14:40
bookshop-ui,61.9,339,130.6,21.633,21/07/2020 14:41
bookshop-purchases,28.6,705,177.5,3.467,21/07/2020 14:41
bookshop-books,28.3,4303,39.14,29.809,21/07/2020 14:41
bookshop-ui,29.2,339,88.44,2.533,21/07/2020 14:42
bookshop-purchases,29.5,818,96.58,2.733,21/07/2020 14:42
bookshop-books,29.5,4304,29.6,6.87,21/07/2020 14:42
bookshop-ui,30.4,339,22.11,2.367,21/07/2020 14:43
bookshop-purchases,30.1,820,97.86,4.6,21/07/2020 14:43
bookshop-books,29.8,4304,1052,6.347,21/07/2020 14:43
bookshop-ui,29,339,25.77,4.367,21/07/2020 14:43
bookshop-purchases,29.6,821,292.5,1.967,21/07/2020 14:44
bookshop-books,29.7,4304,11200,5.51,21/07/2020 14:44
bookshop-ui,30.5,339,15.19,1.867,21/07/2020 14:44
bookshop-purchases,29.5,822,25.84,4.967,21/07/2020 14:45
bookshop-books,29.5,4304,3.996,5.021,21/07/2020 14:45
bookshop-ui,30,339,8.694,4.867,21/07/2020 14:45
bookshop-purchases,49.2,823,9.688,4.267,21/07/2020 14:45
bookshop-books,49.3,4304,4074,11.5,21/07/2020 14:45
bookshop-ui,52.3,339,4.026,5.6,21/07/2020 14:45
bookshop-purchases,59.8,823,28.48,3.6,21/07/2020 14:46
bookshop-books,59.8,4305,10.41,9.324,21/07/2020 14:46
bookshop-ui,57.6,339,406.3,2.667,21/07/2020 14:46
bookshop-purchases,49.1,823,314.5,2,21/07/2020 14:46
bookshop-books,48.8,4305,17180,3.514,21/07/2020 14:46
bookshop-ui,29.6,339,16.77,0.833,21/07/2020 14:47
bookshop-purchases,30.6,823,38.16,0.833,21/07/2020 14:47
bookshop-books,30.6,4305,5728,2.234,21/07/2020 14:47
bookshop-ui,30.7,339,18.2,0.733,21/07/2020 14:47
bookshop-purchases,31.3,823,130.5,1.567,21/07/2020 14:48
bookshop-books,31.6,4305,5.681,2.109,21/07/2020 14:48
bookshop-ui,30.8,339,18.41,0.633,21/07/2020 14:48
bookshop-purchases,28.9,823,37.9,0.7,21/07/2020 14:48
bookshop-books,28.7,4306,11510,1.787,21/07/2020 14:48
bookshop-ui,30.3,339,25.28,0.567,21/07/2020 14:49
bookshop-purchases,31.7,824,26.03,1.7,21/07/2020 14:50
bookshop-books,31,4306,12.69,1.596,21/07/2020 14:50
bookshop-ui,30.8,339,19.41,1.6,21/07/2020 14:50
bookshop-purchases,49.9,824,32.77,1.833,21/07/2020 14:50
bookshop-books,51.3,4306,2.181,3.459,21/07/2020 14:50
bookshop-ui,52.9,339,21.88,1.7,21/07/2020 14:50
bookshop-purchases,57.3,824,44.11,1.033,21/07/2020 14:51
bookshop-books,57.3,4306,6134,3.091,21/07/2020 14:51
bookshop-ui,59.4,340,38.32,1.067,21/07/2020 14:51
bookshop-purchases,50,824,36.03,0.4,21/07/2020 14:51
bookshop-books,49.7,4306,15700,1.333,21/07/2020 14:51
bookshop-ui,45.2,340,99.01,0.3,21/07/2020 14:51
bookshop-purchases,29.9,824,140.3,0.3,21/07/2020 14:52
bookshop-books,30.2,4306,11360,0.804,21/07/2020 14:52
bookshop-ui,30.7,340,39.24,0.3,21/07/2020 14:52
bookshop-purchases,30,824,248.6,0.4,21/07/2020 14:53
bookshop-books,29.9,4307,2.847,0.702,21/07/2020 14:53
bookshop-ui,29.6,340,314.3,0.267,21/07/2020 14:53
bookshop-purchases,29.6,824,224.4,0.367,21/07/2020 14:53
bookshop-books,29.8,4307,26720,0.596,21/07/2020 14:53
bookshop-ui,30.2,340,1706,0.133,21/07/2020 14:53
bookshop-purchases,31.8,824,88.76,0.2,21/07/2020 14:54
bookshop-books,31.8,4307,21.17,0.333,21/07/2020 14:54
bookshop-ui,31.3,340,12460,0.2,21/07/2020 14:54
bookshop-purchases,32.1,824,21.99,0.667,21/07/2020 14:54
bookshop-books,32.3,4307,3.874,0.639,21/07/2020 14:54
bookshop-ui,33.3,340,33.75,0.067,21/07/2020 14:56
bookshop-purchases,33.9,824,96.87,0.1,21/07/2020 14:57
bookshop-books,33.1,4307,16610,0.152,21/07/2020 14:57
bookshop-ui,33,340,29.25,0.067,21/07/2020 14:57
bookshop-purchases,33.8,824,64.25,0.1,21/07/2020 14:57
bookshop-books,34.9,4307,17220,0.265,21/07/2020 14:57
bookshop-ui,33.5,340,18420,0.067,21/07/2020 15:00
bookshop-purchases,64.4,824,15.83,0.233,21/07/2020 15:00
bookshop-books,66.3,4307,2163,0.579,21/07/2020 15:00
bookshop-ui,55.1,253,19.76,12.207,21/07/2020 15:46
bookshop-purchases,79.1,215,11.39,49.393,21/07/2020 15:46
bookshop-books,79,779,8.283,97.214,21/07/2020 15:46
bookshop-ui,55.8,259,39.25,39.233,21/07/2020 15:46
bookshop-purchases,30.2,231,23.95,15.433,21/07/2020 15:46
bookshop-books,30.1,1261,14.16,30.467,21/07/2020 15:46
bookshop-ui,30.3,266,25.85,13.233,21/07/2020 15:47
bookshop-purchases,30.4,236,43.03,13.8,21/07/2020 15:47
bookshop-books,30.3,1311,12.01,30.233,21/07/2020 15:47
bookshop-ui,29.8,267,30.29,14.867,21/07/2020 15:47
bookshop-purchases,29.4,338,37.29,15.733,21/07/2020 15:47
bookshop-books,29.6,1519,35.18,31.4,21/07/2020 15:47
bookshop-ui,29.9,320,48.43,15.033,21/07/2020 15:48
bookshop-purchases,30.1,347,24.48,14.833,21/07/2020 15:48
bookshop-books,29.9,1598,13.07,32.633,21/07/2020 15:48
bookshop-ui,29.4,318,20.23,15.2,21/07/2020 15:48
bookshop-purchases,29.3,355,33.3,16.433,21/07/2020 15:48
bookshop-books,29.3,1698,16.62,32.6,21/07/2020 15:48
bookshop-ui,29.3,319,10.83,16.8,21/07/2020 15:49
bookshop-purchases,28.7,361,62.83,16.667,21/07/2020 15:49
bookshop-books,28.9,1792,16.81,34.9,21/07/2020 15:49
bookshop-ui,28.9,322,28.7,16.367,21/07/2020 15:49
bookshop-purchases,28.9,367,72.03,16.733,21/07/2020 15:49
bookshop-books,28.8,1877,5.204,33.333,21/07/2020 15:49
bookshop-ui,28.8,323,34.16,16.267,21/07/2020 15:50
bookshop-purchases,53,388,1.064,45.5,21/07/2020 15:50
bookshop-books,53.4,2101,4.449,96.133,21/07/2020 15:50
bookshop-ui,74.1,329,6.31,86.733,21/07/2020 15:50
bookshop-purchases,78.2,417,7.097,101.83,21/07/2020 15:50
bookshop-books,78.2,2683,2.044,201,21/07/2020 15:50
bookshop-ui,61.5,332,8.88,69.267,21/07/2020 15:51
bookshop-purchases,35.2,428,46.39,22.633,21/07/2020 15:51
bookshop-books,35,2787,16.29,46.2,21/07/2020 15:51
bookshop-ui,31.6,340,29.8,12.733,21/07/2020 15:51
bookshop-purchases,31.3,424,92.41,12.967,21/07/2020 15:51
bookshop-books,31.4,2810,24.6,25.967,21/07/2020 15:51
bookshop-ui,30.7,330,292.3,13.667,21/07/2020 15:52
bookshop-purchases,30.2,430,35.94,15.867,21/07/2020 15:52
bookshop-books,30.1,2812,28.34,34.133,21/07/2020 15:52
bookshop-ui,30.8,330,10.46,15.867,21/07/2020 15:52
bookshop-purchases,31.6,499,107.7,14,21/07/2020 15:52
bookshop-books,31.6,2908,8.739,27.767,21/07/2020 15:52
bookshop-ui,31.2,338,49.09,13.667,21/07/2020 15:53
bookshop-purchases,30.5,501,84.47,16.4,21/07/2020 15:53
bookshop-books,30.7,2926,9.395,34.2,21/07/2020 15:53
bookshop-ui,30.2,330,24.18,15.4,21/07/2020 15:53
bookshop-purchases,30.4,502,23.43,15.4,21/07/2020 15:53
bookshop-books,30.4,2994,2.537,30.6,21/07/2020 15:53
bookshop-ui,30.9,330,18.41,15.367,21/07/2020 15:54
bookshop-purchases,30.8,502,14.27,14.5,21/07/2020 15:54
bookshop-books,30.8,3047,3.642,31.667,21/07/2020 15:54
bookshop-ui,31.1,330,10.83,13.6,21/07/2020 15:54
bookshop-purchases,31.2,502,30.21,13.933,21/07/2020 15:54
bookshop-books,31.1,3097,4.173,27.967,21/07/2020 15:54
bookshop-ui,31.1,330,27.5,14,21/07/2020 15:55
bookshop-purchases,53.6,503,4.569,50.4,21/07/2020 15:55
bookshop-books,54.5,3159,4.095,105.46,21/07/2020 15:55
bookshop-ui,75.6,330,1.258,86.767,21/07/2020 15:55
bookshop-purchases,80.2,522,13.8,96.567,21/07/2020 15:55
bookshop-books,80,3206,10.82,190.26,21/07/2020 15:55
bookshop-ui,62,334,29.25,67.967,21/07/2020 15:56
bookshop-purchases,35.4,578,68.39,23,21/07/2020 15:56
bookshop-books,34.4,3443,21.11,45.567,21/07/2020 15:56
bookshop-ui,31.2,334,15.76,13.4,21/07/2020 15:56
bookshop-purchases,30.8,597,69.99,13.933,21/07/2020 15:56
bookshop-books,31.2,3469,4.039,28.167,21/07/2020 15:56
bookshop-ui,31.5,334,51.24,14.133,21/07/2020 15:57
bookshop-purchases,31.1,690,114.3,14.267,21/07/2020 15:57
bookshop-books,31.1,3473,1.263,30.967,21/07/2020 15:57
bookshop-ui,30.9,334,25.94,14.567,21/07/2020 15:57
bookshop-purchases,31.3,708,111.4,14.567,21/07/2020 15:57
bookshop-books,31.1,3505,7.063,29.067,21/07/2020 15:57
bookshop-ui,31.3,334,68.1,13.8,21/07/2020 15:58
bookshop-purchases,30.5,732,29.57,14.4,21/07/2020 15:58
bookshop-books,30.7,3506,2.187,30.633,21/07/2020 15:58
bookshop-ui,30.2,334,23.03,15.067,21/07/2020 15:58
bookshop-purchases,31.1,735,51.21,14.933,21/07/2020 15:58
bookshop-books,30.9,3506,14.4,30,21/07/2020 15:58
bookshop-ui,31.2,334,21.35,13.867,21/07/2020 15:59
bookshop-purchases,31.3,736,54.3,12.967,21/07/2020 15:59
bookshop-books,31.2,3507,18.87,28.433,21/07/2020 15:59
bookshop-ui,31.5,334,21.86,13.433,21/07/2020 15:59
bookshop-purchases,31.2,737,32.12,14.1,21/07/2020 15:59
bookshop-books,31.4,3507,4.179,28.6,21/07/2020 15:59
bookshop-ui,30.7,334,24.65,13.967,21/07/2020 16:00
bookshop-purchases,52,738,16.05,48.367,21/07/2020 16:00
bookshop-books,52.5,3678,2.536,98.8,21/07/2020 16:00
bookshop-ui,73,334,6.423,79.433,21/07/2020 16:00
bookshop-purchases,79.4,738,9.832,79.667,21/07/2020 16:00
bookshop-books,79.3,4027,3.028,157.86,21/07/2020 16:00
bookshop-ui,62.1,334,28.67,55.233,21/07/2020 16:01
bookshop-purchases,34.5,738,15.18,25.633,21/07/2020 16:01
bookshop-books,33.6,4142,16.43,51.033,21/07/2020 16:01
bookshop-ui,29.9,334,6.852,18.6,21/07/2020 16:01
bookshop-purchases,30.1,752,75.45,18.433,21/07/2020 16:01
bookshop-books,30.4,4220,2.492,36.7,21/07/2020 16:01
bookshop-ui,73.6,335,10.97,5.367,21/07/2020 16:05
bookshop-purchases,80.2,860,7.548,7.767,21/07/2020 16:05
bookshop-books,80.1,4309,644.5,16.27,21/07/2020 16:05
bookshop-ui,71.3,335,49.09,6.867,21/07/2020 16:06
bookshop-purchases,43.2,860,62.99,2.967,21/07/2020 16:06
bookshop-books,42.3,4309,16880,9.558,21/07/2020 16:06
bookshop-ui,33.2,335,28.66,2.033,21/07/2020 16:06
bookshop-purchases,34.5,860,28.49,1.167,21/07/2020 16:06
bookshop-books,34.9,4309,11.39,3.441,21/07/2020 16:06
bookshop-ui,33.1,335,55.29,1.9,21/07/2020 16:07
bookshop-purchases,31.4,860,147.9,2.1,21/07/2020 16:07
bookshop-books,31.1,4309,5.124,3.314,21/07/2020 16:07
bookshop-ui,32.6,335,73.32,1.433,21/07/2020 16:07
bookshop-purchases,33,860,134.7,1.867,21/07/2020 16:07
bookshop-books,33,4309,19.58,3.029,21/07/2020 16:07
bookshop-ui,32.3,335,60,1.633,21/07/2020 16:08
bookshop-purchases,32.7,860,194.3,1.6,21/07/2020 16:08
bookshop-books,32.7,4309,16180,3.059,21/07/2020 16:08
bookshop-ui,32.4,335,23.55,1.367,21/07/2020 16:09
bookshop-purchases,32.8,860,78.92,1.4,21/07/2020 16:09
bookshop-books,32.6,4309,7.281,2.824,21/07/2020 16:09
bookshop-ui,33.8,336,6.779,1.333,21/07/2020 16:09
bookshop-purchases,33.5,860,157.9,1.6,21/07/2020 16:09
bookshop-books,33.8,4309,24170,2.667,21/07/2020 16:09
bookshop-ui,32.7,336,25.7,1.133,21/07/2020 16:10
bookshop-purchases,53.8,860,12.07,1.3,21/07/2020 16:10
bookshop-books,54,4309,6.129,4.812,21/07/2020 16:10
bookshop-ui,32.7,336,37.3,0.7,21/07/2020 16:11
bookshop-purchases,34.4,860,40.23,0.667,21/07/2020 16:11
bookshop-books,33.3,4309,11.26,1.877,21/07/2020 16:11
bookshop-ui,33.9,336,29.69,0.833,21/07/2020 16:12
bookshop-purchases,32.4,860,25.12,0.833,21/07/2020 16:12
bookshop-books,33.4,4309,5.641,1.441,21/07/2020 16:12
bookshop-ui,32.9,336,29.61,0.667,21/07/2020 16:12
bookshop-purchases,32.4,860,116.2,0.867,21/07/2020 16:12
bookshop-books,32.6,4309,6.252,1.324,21/07/2020 16:12
bookshop-ui,34.6,336,71.54,1.5,21/07/2020 16:15
bookshop-purchases,51.9,860,17.2,1.567,21/07/2020 16:15
bookshop-books,55.5,4309,1984,3.514,21/07/2020 16:15
bookshop-ui,33.4,336,107.4,0.267,21/07/2020 16:17
bookshop-purchases,33.6,860,459.7,0.433,21/07/2020 16:17
bookshop-books,32.9,4309,16690,0.636,21/07/2020 16:17
bookshop-ui,33.5,336,81.6,0.2,21/07/2020 16:18
bookshop-purchases,32.8,860,382.3,0.433,21/07/2020 16:18
bookshop-books,33.7,4309,16550,0.606,21/07/2020 16:18
bookshop-ui,34.3,336,2695,0.2,21/07/2020 16:18
bookshop-purchases,33.3,860,160.1,0.467,21/07/2020 16:18
bookshop-books,33,4309,4.356,0.515,21/07/2020 16:18
bookshop-ui,32.9,336,24560,0.1,21/07/2020 16:19
bookshop-purchases,33.6,860,110.9,0.5,21/07/2020 16:19
bookshop-books,33.3,4309,16770,0.515,21/07/2020 16:19
bookshop-ui,34.6,336,98.18,0.133,21/07/2020 16:21
bookshop-purchases,33.8,860,220.8,0.3,21/07/2020 16:21
bookshop-books,33.5,4310,16750,0.519,21/07/2020 16:21
bookshop-ui,32.1,336,1027,0.067,21/07/2020 16:22
bookshop-purchases,34.9,860,22.5,0.067,21/07/2020 16:22
bookshop-books,35.3,4310,24660,0.273,21/07/2020 16:22
bookshop-ui,32.8,336,12830,0.067,21/07/2020 16:24
bookshop-purchases,33.7,860,43.93,0.133,21/07/2020 16:24
bookshop-books,33.2,4310,45.59,0.242,21/07/2020 16:24
bookshop-ui,33.3,336,38,0.033,21/07/2020 16:24
bookshop-purchases,32.9,860,48.87,0.1,21/07/2020 16:24
bookshop-books,32.9,4310,62.46,0.156,21/07/2020 16:24
bookshop-ui,72.3,336,5954,0.067,21/07/2020 16:26
bookshop-purchases,44.5,860,10.87,0.1,21/07/2020 16:26
bookshop-books,43.4,4311,13480,0.311,21/07/2020 16:26
bookshop-ui,59.8,291,9.194,34.867,22/07/2020 22:09
bookshop-books,59.6,4307,11.43,57.588,22/07/2020 22:09
bookshop-purchases,59.4,646,24.96,7.9,22/07/2020 22:09
bookshop-ui,59.5,291,8.913,7.533,22/07/2020 22:09
bookshop-books,59.6,4307,3898,16.686,22/07/2020 22:09
bookshop-purchases,57.4,646,18.4,8,22/07/2020 22:10
bookshop-ui,57.4,291,5.421,7.867,22/07/2020 22:10
bookshop-books,57.3,4307,3929,13.576,22/07/2020 22:10
bookshop-purchases,59.3,646,3.817,5.767,22/07/2020 22:10
bookshop-ui,59.3,291,10.4,6.2,22/07/2020 22:10
bookshop-books,59.3,4308,3.436,11.219,22/07/2020 22:10
bookshop-purchases,59.1,654,17.25,4.533,22/07/2020 22:11
bookshop-ui,59.4,291,9.02,3.533,22/07/2020 22:11
bookshop-books,59.8,4308,3967,8.406,22/07/2020 22:11
bookshop-purchases,57.8,654,46.42,4.033,22/07/2020 22:11
bookshop-ui,57.6,291,4.223,3.8,22/07/2020 22:11
bookshop-books,57.2,4308,1.087,6.469,22/07/2020 22:11
bookshop-purchases,59.5,658,43.9,3.167,22/07/2020 22:12
bookshop-ui,59.5,291,3.408,2.967,22/07/2020 22:12
bookshop-books,59.5,4309,16.46,5.062,22/07/2020 22:12
bookshop-purchases,59.2,659,18.46,1.933,22/07/2020 22:12
bookshop-ui,59.2,292,5.397,1.7,22/07/2020 22:12
bookshop-books,59.2,4309,3.805,3.906,22/07/2020 22:12
bookshop-purchases,56.9,659,13.92,2.033,22/07/2020 22:13
bookshop-ui,56.9,292,15.43,1.867,22/07/2020 22:13
bookshop-books,56.9,4310,0.561,3.031,22/07/2020 22:13
bookshop-purchases,58.9,659,31.06,1.667,22/07/2020 22:13
bookshop-ui,58.9,292,57.73,1.467,22/07/2020 22:13
bookshop-books,58.9,4310,1.945,2.438,22/07/2020 22:13
bookshop-purchases,59,659,14.92,1.267,22/07/2020 22:14
bookshop-ui,58.8,293,1933,0.667,22/07/2020 22:14
bookshop-books,58.8,4310,4002,1.844,22/07/2020 22:14
bookshop-purchases,56.9,659,22.57,0.833,22/07/2020 22:15
bookshop-ui,56.9,293,876,0.767,22/07/2020 22:15
bookshop-books,56.9,4310,500.9,1.469,22/07/2020 22:15
bookshop-purchases,59.4,659,11.1,0.9,22/07/2020 22:15
bookshop-ui,59.4,293,1985,0.433,22/07/2020 22:15
bookshop-books,59.4,4310,62.31,1.219,22/07/2020 22:15
bookshop-purchases,58.8,659,10.09,0.433,22/07/2020 22:16
bookshop-ui,58.8,293,7954,0.367,22/07/2020 22:16
bookshop-books,58.8,4310,6123,1,22/07/2020 22:16
bookshop-purchases,58.7,659,24.12,0.567,22/07/2020 22:16
bookshop-ui,58.7,293,6886,0.233,22/07/2020 22:16
bookshop-books,58.8,4310,6198,0.656,22/07/2020 22:16
bookshop-purchases,56.4,659,9.865,0.433,22/07/2020 22:17
bookshop-ui,56.4,293,7530,0.233,22/07/2020 22:17
bookshop-books,56.4,4310,379,0.613,22/07/2020 22:17
bookshop-purchases,58.8,659,4.982,0.333,22/07/2020 22:17
bookshop-ui,58.8,293,22180,0.2,22/07/2020 22:17
bookshop-books,58.8,4310,4137,0.469,22/07/2020 22:17
bookshop-purchases,58.7,659,11.94,0.233,22/07/2020 22:18
bookshop-ui,58.8,293,7468,0.167,22/07/2020 22:18
bookshop-books,58.8,4310,34.14,0.258,22/07/2020 22:18
